Order_ID,Order_Date,Channel,Store_Location,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Sales_Amount,Inventory_Level,Reorder_Level,Customer_Segment,Payment_Method,Region
ORD0225,2025-12-21,Marketplace,Bangalore,P1007,Jeans,Clothing,2000,5,10000,224,10,Corporate,Cash,North
ORD0226,2025-05-02,Store,Pune,P1006,T-Shirt,Clothing,800,2,1600,252,29,Home Office,UPI,South
ORD0227,2025-01-21,Online,Hyderabad,P1004,Office Chair,Furniture,7000,3,21000,286,32,Corporate,Net Banking,East
ORD0228,2025-05-16,Mobile App,Mumbai,P1003,Headphones,Electronics,3000,3,9000,308,50,Home Office,Debit Card,West
ORD0229,2025-07-13,Mobile App,Pune,P1005,Desk,Furniture,12000,3,36000,99,41,Consumer,Net Banking,West
ORD0230,2025-07-12,Mobile App,Mumbai,P1010,Backpack,Accessories,1500,3,4500,180,26,Consumer,Net Banking,East
ORD0231,2025-10-30,Marketplace,Delhi,P1001,Laptop,Electronics,60000,1,60000,421,31,Home Office,Cash,South
ORD0232,2025-10-25,Mobile App,Delhi,P1006,T-Shirt,Clothing,800,2,1600,383,22,Consumer,Credit Card,South
ORD0233,2025-10-17,Mobile App,Mumbai,P1006,T-Shirt,Clothing,800,1,800,403,42,Corporate,Net Banking,East
ORD0234,2025-01-02,Online,Pune,P1003,Headphones,Electronics,3000,5,15000,250,11,Corporate,Debit Card,West
ORD0235,2025-01-03,Mobile App,Delhi,P1002,Smartphone,Electronics,30000,2,60000,287,15,Home Office,UPI,West
ORD0236,2025-12-04,Mobile App,Hyderabad,P1007,Jeans,Clothing,2000,1,2000,219,24,Consumer,Debit Card,East
ORD0237,2025-09-18,Store,Bangalore,P1003,Headphones,Electronics,3000,2,6000,112,31,Consumer,Cash,East
ORD0238,2025-10-20,Store,Hyderabad,P1006,T-Shirt,Clothing,800,2,1600,71,36,Home Office,Cash,West
ORD0239,2025-07-12,Mobile App,Delhi,P1004,Office Chair,Furniture,7000,4,28000,485,13,Corporate,Credit Card,North
ORD0240,2025-12-02,Online,Bangalore,P1005,Desk,Furniture,12000,2,24000,396,45,Home Office,Debit Card,South
ORD0241,2025-10-12,Mobile App,Delhi,P1002,Smartphone,Electronics,30000,2,60000,323,27,Corporate,Net Banking,North
ORD0242,2025-06-30,Marketplace,Pune,P1003,Headphones,Electronics,3000,2,6000,224,50,Home Office,Cash,East
ORD0243,2025-06-29,Online,Mumbai,P1003,Headphones,Electronics,3000,1,3000,244,38,Home Office,Debit Card,South
ORD0244,2025-03-29,Online,Hyderabad,P1007,Jeans,Clothing,2000,5,10000,370,44,Corporate,Credit Card,North
ORD0245,2025-11-06,Online,Delhi,P1006,T-Shirt,Clothing,800,5,4000,295,30,Consumer,Debit Card,North
ORD0246,2025-09-25,Mobile App,Bangalore,P1006,T-Shirt,Clothing,800,2,1600,209,29,Consumer,Credit Card,South
ORD0247,2025-09-16,Store,Bangalore,P1007,Jeans,Clothing,2000,2,4000,77,48,Consumer,Net Banking,North
ORD0248,2025-11-09,Marketplace,Delhi,P1007,Jeans,Clothing,2000,2,4000,480,43,Home Office,Net Banking,North
ORD0249,2025-10-03,Online,Hyderabad,P1008,Sneakers,Footwear,3500,4,14000,166,15,Consumer,Debit Card,East
ORD0250,2025-09-07,Online,Delhi,P1009,Watch,Accessories,5000,2,10000,314,32,Home Office,Cash,West
ORD0251,2025-12-29,Marketplace,Delhi,P1007,Jeans,Clothing,2000,3,6000,133,27,Home Office,Debit Card,North
ORD0252,2025-07-24,Mobile App,Mumbai,P1006,T-Shirt,Clothing,800,1,800,229,17,Corporate,Net Banking,South
ORD0253,2025-04-15,Online,Delhi,P1005,Desk,Furniture,12000,5,60000,168,17,Consumer,Cash,East
ORD0254,2025-10-17,Mobile App,Pune,P1002,Smartphone,Electronics,30000,2,60000,263,21,Home Office,UPI,North
ORD0255,2025-01-09,Marketplace,Bangalore,P1004,Office Chair,Furniture,7000,3,21000,361,43,Home Office,Cash,North
ORD0256,2025-04-29,Online,Pune,P1005,Desk,Furniture,12000,3,36000,55,11,Corporate,Net Banking,East
ORD0257,2025-01-20,Mobile App,Mumbai,P1005,Desk,Furniture,12000,2,24000,189,41,Home Office,Credit Card,North
ORD0258,2025-05-11,Mobile App,Hyderabad,P1001,Laptop,Electronics,60000,4,240000,191,12,Corporate,Credit Card,North
ORD0259,2025-08-18,Mobile App,Hyderabad,P1003,Headphones,Electronics,3000,1,3000,450,14,Consumer,Net Banking,East
ORD0260,2025-03-21,Store,Delhi,P1008,Sneakers,Footwear,3500,2,7000,67,21,Corporate,Debit Card,West
ORD0261,2025-08-24,Online,Pune,P1003,Headphones,Electronics,3000,2,6000,268,47,Consumer,Net Banking,West
ORD0262,2025-05-20,Marketplace,Pune,P1009,Watch,Accessories,5000,4,20000,96,20,Corporate,UPI,East
ORD0263,2025-01-31,Online,Delhi,P1009,Watch,Accessories,5000,1,5000,277,16,Consumer,UPI,East
ORD0264,2025-10-30,Online,Pune,P1008,Sneakers,Footwear,3500,3,10500,276,20,Corporate,Debit Card,North
ORD0265,2025-05-08,Marketplace,Hyderabad,P1005,Desk,Furniture,12000,4,48000,36,35,Consumer,Net Banking,South
ORD0266,2025-11-13,Online,Bangalore,P1002,Smartphone,Electronics,30000,4,120000,72,43,Consumer,Debit Card,West
ORD0267,2025-05-04,Store,Pune,P1010,Backpack,Accessories,1500,3,4500,441,45,Consumer,Cash,West
ORD0268,2025-07-08,Marketplace,Hyderabad,P1005,Desk,Furniture,12000,3,36000,200,42,Corporate,Net Banking,East
ORD0269,2025-03-17,Store,Mumbai,P1003,Headphones,Electronics,3000,4,12000,320,21,Corporate,Debit Card,North
ORD0270,2025-11-27,Store,Mumbai,P1009,Watch,Accessories,5000,4,20000,392,32,Home Office,Credit Card,West
ORD0271,2025-11-18,Online,Bangalore,P1005,Desk,Furniture,12000,3,36000,37,11,Corporate,UPI,South
ORD0272,2025-05-10,Mobile App,Hyderabad,P1002,Smartphone,Electronics,30000,4,120000,440,39,Home Office,Debit Card,North
ORD0273,2025-01-23,Marketplace,Delhi,P1003,Headphones,Electronics,3000,4,12000,87,33,Home Office,Cash,North
ORD0274,2025-03-30,Store,Bangalore,P1002,Smartphone,Electronics,30000,2,60000,51,15,Consumer,Cash,East
ORD0275,2025-11-22,Online,Bangalore,P1001,Laptop,Electronics,60000,2,120000,438,44,Consumer,Net Banking,West
ORD0276,2025-04-19,Mobile App,Pune,P1010,Backpack,Accessories,1500,4,6000,155,42,Corporate,Debit Card,South
ORD0277,2025-05-24,Mobile App,Pune,P1005,Desk,Furniture,12000,2,24000,429,49,Consumer,Debit Card,North
ORD0278,2025-11-22,Mobile App,Mumbai,P1008,Sneakers,Footwear,3500,1,3500,239,13,Corporate,Debit Card,North
ORD0279,2025-06-04,Mobile App,Mumbai,P1010,Backpack,Accessories,1500,3,4500,455,27,Consumer,Cash,North
ORD0280,2025-12-25,Online,Delhi,P1002,Smartphone,Electronics,30000,1,30000,29,27,Home Office,Net Banking,South
ORD0281,2025-03-17,Store,Delhi,P1002,Smartphone,Electronics,30000,2,60000,94,27,Corporate,Cash,North
ORD0282,2025-11-22,Mobile App,Bangalore,P1001,Laptop,Electronics,60000,1,60000,204,39,Home Office,UPI,North
ORD0283,2025-08-31,Mobile App,Mumbai,P1007,Jeans,Clothing,2000,4,8000,408,16,Consumer,Net Banking,South
ORD0284,2025-05-16,Mobile App,Bangalore,P1001,Laptop,Electronics,60000,2,120000,204,38,Consumer,UPI,North
ORD0285,2025-07-27,Mobile App,Pune,P1007,Jeans,Clothing,2000,2,4000,436,29,Corporate,Cash,North
ORD0286,2025-08-04,Mobile App,Bangalore,P1003,Headphones,Electronics,3000,5,15000,462,15,Home Office,Cash,South
ORD0287,2025-05-17,Online,Delhi,P1004,Office Chair,Furniture,7000,3,21000,57,13,Home Office,Cash,West
ORD0288,2025-09-17,Mobile App,Bangalore,P1004,Office Chair,Furniture,7000,1,7000,314,17,Corporate,Credit Card,East
ORD0289,2025-09-24,Mobile App,Delhi,P1001,Laptop,Electronics,60000,4,240000,354,27,Consumer,Credit Card,North
ORD0290,2025-10-14,Online,Mumbai,P1004,Office Chair,Furniture,7000,3,21000,209,16,Corporate,Credit Card,South
ORD0291,2025-01-05,Marketplace,Pune,P1004,Office Chair,Furniture,7000,1,7000,474,16,Corporate,Net Banking,West
ORD0292,2025-07-18,Online,Bangalore,P1007,Jeans,Clothing,2000,1,2000,211,40,Consumer,Cash,West
ORD0293,2025-06-03,Mobile App,Delhi,P1007,Jeans,Clothing,2000,3,6000,246,49,Corporate,Cash,West
ORD0294,2025-04-08,Marketplace,Delhi,P1008,Sneakers,Footwear,3500,3,10500,292,34,Corporate,Debit Card,North
ORD0295,2025-11-22,Marketplace,Bangalore,P1001,Laptop,Electronics,60000,3,180000,449,29,Corporate,Net Banking,East
ORD0296,2025-04-25,Mobile App,Delhi,P1001,Laptop,Electronics,60000,4,240000,301,42,Home Office,Net Banking,North
ORD0297,2025-12-20,Online,Delhi,P1008,Sneakers,Footwear,3500,1,3500,166,16,Consumer,Debit Card,South
ORD0298,2025-08-23,Marketplace,Bangalore,P1010,Backpack,Accessories,1500,5,7500,423,15,Consumer,Cash,South
ORD0299,2025-02-01,Marketplace,Bangalore,P1010,Backpack,Accessories,1500,2,3000,397,45,Home Office,Cash,West
ORD0300,2025-09-24,Online,Bangalore,P1005,Desk,Furniture,12000,3,36000,259,17,Corporate,Credit Card,East
ORD0301,2025-04-10,Online,Mumbai,P1004,Office Chair,Furniture,7000,4,28000,494,35,Home Office,Debit Card,East
ORD0302,2025-02-22,Mobile App,Bangalore,P1010,Backpack,Accessories,1500,1,1500,136,18,Corporate,Credit Card,South
ORD0303,2025-04-22,Mobile App,Hyderabad,P1005,Desk,Furniture,12000,1,12000,323,22,Corporate,Cash,East
ORD0304,2025-01-27,Online,Bangalore,P1003,Headphones,Electronics,3000,1,3000,329,33,Corporate,UPI,West
ORD0305,2025-02-07,Mobile App,Pune,P1001,Laptop,Electronics,60000,3,180000,309,24,Consumer,Credit Card,East
ORD0306,2025-08-16,Mobile App,Delhi,P1008,Sneakers,Footwear,3500,4,14000,297,14,Home Office,Credit Card,South
ORD0307,2025-12-09,Marketplace,Mumbai,P1007,Jeans,Clothing,2000,3,6000,64,23,Consumer,UPI,North
ORD0308,2025-02-26,Store,Mumbai,P1001,Laptop,Electronics,60000,2,120000,273,37,Consumer,Debit Card,West
ORD0309,2025-08-05,Marketplace,Mumbai,P1006,T-Shirt,Clothing,800,4,3200,197,15,Corporate,Cash,East
ORD0310,2025-06-06,Marketplace,Delhi,P1001,Laptop,Electronics,60000,2,120000,462,17,Corporate,UPI,South
ORD0311,2025-05-09,Online,Mumbai,P1009,Watch,Accessories,5000,3,15000,164,41,Home Office,Cash,East
ORD0312,2025-09-11,Store,Delhi,P1010,Backpack,Accessories,1500,4,6000,141,27,Corporate,Credit Card,West
ORD0313,2025-04-16,Store,Mumbai,P1010,Backpack,Accessories,1500,2,3000,437,36,Consumer,Net Banking,East
ORD0314,2025-03-03,Store,Hyderabad,P1002,Smartphone,Electronics,30000,4,120000,220,17,Consumer,Credit Card,East
ORD0315,2025-07-27,Mobile App,Mumbai,P1002,Smartphone,Electronics,30000,4,120000,26,39,Corporate,Credit Card,South
ORD0316,2025-02-03,Marketplace,Delhi,P1010,Backpack,Accessories,1500,1,1500,365,29,Home Office,Net Banking,West
ORD0317,2025-11-12,Mobile App,Pune,P1010,Backpack,Accessories,1500,2,3000,23,14,Home Office,Net Banking,West
ORD0318,2025-09-06,Store,Pune,P1001,Laptop,Electronics,60000,4,240000,145,32,Corporate,Debit Card,East
ORD0319,2025-10-11,Mobile App,Delhi,P1007,Jeans,Clothing,2000,1,2000,353,25,Home Office,Debit Card,North
ORD0320,2025-07-26,Mobile App,Hyderabad,P1007,Jeans,Clothing,2000,1,2000,228,39,Corporate,Debit Card,South
ORD0321,2025-02-06,Marketplace,Pune,P1008,Sneakers,Footwear,3500,1,3500,386,42,Corporate,Net Banking,East
ORD0322,2025-03-04,Store,Mumbai,P1002,Smartphone,Electronics,30000,4,120000,304,48,Corporate,UPI,North
ORD0323,2025-08-18,Marketplace,Delhi,P1008,Sneakers,Footwear,3500,4,14000,104,48,Corporate,Debit Card,West
ORD0324,2025-01-15,Store,Delhi,P1005,Desk,Furniture,12000,5,60000,34,34,Consumer,Credit Card,South
ORD0325,2025-06-14,Online,Bangalore,P1007,Jeans,Clothing,2000,3,6000,497,40,Consumer,Debit Card,South
ORD0326,2025-09-11,Mobile App,Pune,P1010,Backpack,Accessories,1500,3,4500,85,24,Consumer,Credit Card,West
ORD0327,2025-06-18,Mobile App,Mumbai,P1004,Office Chair,Furniture,7000,3,21000,49,30,Consumer,UPI,East
ORD0328,2025-11-14,Online,Hyderabad,P1008,Sneakers,Footwear,3500,2,7000,221,42,Corporate,Net Banking,North
ORD0329,2025-12-17,Store,Pune,P1002,Smartphone,Electronics,30000,5,150000,494,43,Home Office,UPI,East
ORD0330,2025-02-18,Online,Delhi,P1008,Sneakers,Footwear,3500,3,10500,383,27,Consumer,UPI,North
ORD0331,2025-11-24,Mobile App,Delhi,P1001,Laptop,Electronics,60000,1,60000,130,29,Home Office,Net Banking,South
ORD0332,2025-02-10,Marketplace,Hyderabad,P1009,Watch,Accessories,5000,2,10000,91,22,Corporate,Credit Card,South
ORD0333,2025-02-13,Mobile App,Hyderabad,P1004,Office Chair,Furniture,7000,4,28000,488,29,Home Office,UPI,North
ORD0334,2025-03-20,Mobile App,Pune,P1010,Backpack,Accessories,1500,1,1500,409,10,Corporate,Net Banking,South
ORD0335,2025-01-28,Mobile App,Pune,P1007,Jeans,Clothing,2000,2,4000,117,27,Home Office,UPI,South
ORD0336,2025-04-14,Marketplace,Pune,P1009,Watch,Accessories,5000,3,15000,336,45,Home Office,Credit Card,West
ORD0337,2025-11-10,Marketplace,Mumbai,P1001,Laptop,Electronics,60000,3,180000,254,34,Home Office,Cash,East
ORD0338,2025-04-12,Mobile App,Bangalore,P1005,Desk,Furniture,12000,3,36000,208,30,Home Office,Credit Card,South
ORD0339,2025-08-08,Marketplace,Bangalore,P1005,Desk,Furniture,12000,1,12000,461,43,Home Office,UPI,East
ORD0340,2025-12-09,Mobile App,Bangalore,P1005,Desk,Furniture,12000,5,60000,202,20,Home Office,UPI,South
ORD0341,2025-12-09,Store,Pune,P1004,Office Chair,Furniture,7000,1,7000,94,26,Corporate,Net Banking,West
ORD0342,2025-06-21,Store,Mumbai,P1009,Watch,Accessories,5000,4,20000,392,43,Consumer,UPI,West
ORD0343,2025-08-07,Store,Mumbai,P1001,Laptop,Electronics,60000,2,120000,458,50,Corporate,UPI,East
ORD0344,2025-01-01,Mobile App,Pune,P1008,Sneakers,Footwear,3500,2,7000,317,31,Consumer,Debit Card,West
ORD0345,2025-10-21,Store,Bangalore,P1006,T-Shirt,Clothing,800,5,4000,30,18,Home Office,Debit Card,North
ORD0346,2025-08-30,Marketplace,Mumbai,P1008,Sneakers,Footwear,3500,4,14000,393,29,Consumer,Debit Card,North
ORD0347,2025-04-04,Store,Hyderabad,P1007,Jeans,Clothing,2000,3,6000,444,16,Corporate,Credit Card,North
ORD0348,2025-05-07,Online,Pune,P1005,Desk,Furniture,12000,2,24000,225,23,Home Office,Net Banking,East
ORD0349,2025-10-20,Mobile App,Pune,P1002,Smartphone,Electronics,30000,1,30000,267,30,Consumer,UPI,East
ORD0350,2025-07-11,Online,Bangalore,P1003,Headphones,Electronics,3000,1,3000,500,23,Corporate,Net Banking,South
ORD0351,2025-03-03,Marketplace,Pune,P1009,Watch,Accessories,5000,1,5000,397,48,Corporate,Net Banking,East
ORD0352,2025-01-07,Marketplace,Mumbai,P1008,Sneakers,Footwear,3500,4,14000,341,29,Consumer,UPI,East
ORD0353,2025-05-29,Store,Pune,P1007,Jeans,Clothing,2000,1,2000,232,35,Home Office,Credit Card,West
ORD0354,2025-06-15,Mobile App,Delhi,P1001,Laptop,Electronics,60000,5,300000,441,12,Corporate,Credit Card,East
ORD0355,2025-10-17,Online,Hyderabad,P1005,Desk,Furniture,12000,3,36000,34,50,Home Office,UPI,North
ORD0356,2025-11-05,Online,Pune,P1007,Jeans,Clothing,2000,5,10000,178,14,Corporate,Credit Card,East
ORD0357,2025-06-19,Marketplace,Pune,P1009,Watch,Accessories,5000,5,25000,473,46,Home Office,Cash,North
ORD0358,2025-04-21,Store,Pune,P1001,Laptop,Electronics,60000,3,180000,68,36,Corporate,Cash,South
ORD0359,2025-05-01,Online,Mumbai,P1010,Backpack,Accessories,1500,1,1500,295,40,Corporate,Credit Card,East
ORD0360,2025-01-29,Online,Mumbai,P1010,Backpack,Accessories,1500,4,6000,189,11,Consumer,Credit Card,South
ORD0361,2025-04-26,Marketplace,Bangalore,P1010,Backpack,Accessories,1500,5,7500,90,17,Consumer,UPI,South
ORD0362,2025-09-09,Mobile App,Delhi,P1004,Office Chair,Furniture,7000,1,7000,85,31,Home Office,Cash,East
ORD0363,2025-12-30,Marketplace,Hyderabad,P1001,Laptop,Electronics,60000,1,60000,446,27,Home Office,Credit Card,East
ORD0364,2025-11-23,Mobile App,Delhi,P1002,Smartphone,Electronics,30000,2,60000,415,10,Home Office,Debit Card,North
ORD0365,2025-12-22,Mobile App,Bangalore,P1007,Jeans,Clothing,2000,3,6000,356,32,Home Office,Cash,East
ORD0366,2025-11-08,Marketplace,Pune,P1009,Watch,Accessories,5000,3,15000,417,35,Corporate,Net Banking,South
ORD0367,2025-10-08,Mobile App,Hyderabad,P1005,Desk,Furniture,12000,1,12000,174,16,Consumer,Debit Card,West
ORD0368,2025-05-23,Store,Delhi,P1001,Laptop,Electronics,60000,3,180000,350,17,Consumer,UPI,South
ORD0369,2025-07-17,Store,Pune,P1005,Desk,Furniture,12000,4,48000,466,34,Consumer,Credit Card,North
ORD0370,2025-11-26,Store,Mumbai,P1003,Headphones,Electronics,3000,1,3000,390,36,Consumer,UPI,East
ORD0371,2025-01-19,Online,Bangalore,P1001,Laptop,Electronics,60000,5,300000,246,28,Home Office,Cash,North
ORD0372,2025-01-26,Marketplace,Delhi,P1010,Backpack,Accessories,1500,5,7500,71,26,Home Office,Cash,East
ORD0373,2025-08-09,Marketplace,Bangalore,P1004,Office Chair,Furniture,7000,3,21000,278,28,Home Office,Debit Card,North
ORD0374,2025-10-08,Marketplace,Mumbai,P1002,Smartphone,Electronics,30000,4,120000,344,30,Corporate,Net Banking,North
ORD0375,2025-01-02,Store,Bangalore,P1001,Laptop,Electronics,60000,1,60000,52,22,Corporate,Cash,North
ORD0376,2025-10-11,Mobile App,Delhi,P1009,Watch,Accessories,5000,4,20000,304,22,Corporate,Credit Card,South
ORD0377,2025-04-03,Online,Bangalore,P1004,Office Chair,Furniture,7000,4,28000,218,32,Corporate,Net Banking,West
ORD0378,2025-02-22,Mobile App,Delhi,P1007,Jeans,Clothing,2000,1,2000,42,14,Consumer,UPI,East
ORD0379,2025-08-11,Online,Mumbai,P1010,Backpack,Accessories,1500,1,1500,61,22,Corporate,Debit Card,East
ORD0380,2025-02-04,Online,Mumbai,P1004,Office Chair,Furniture,7000,5,35000,147,25,Home Office,Cash,North
ORD0381,2025-02-09,Store,Delhi,P1008,Sneakers,Footwear,3500,3,10500,344,36,Corporate,Net Banking,South
ORD0382,2025-08-02,Online,Hyderabad,P1006,T-Shirt,Clothing,800,4,3200,433,41,Consumer,Cash,West
ORD0383,2025-12-07,Mobile App,Delhi,P1002,Smartphone,Electronics,30000,2,60000,154,13,Corporate,UPI,West
ORD0384,2025-08-12,Marketplace,Delhi,P1001,Laptop,Electronics,60000,3,180000,412,28,Home Office,Cash,East
ORD0385,2025-08-13,Store,Mumbai,P1003,Headphones,Electronics,3000,4,12000,462,14,Corporate,Net Banking,West
ORD0386,2025-01-09,Mobile App,Pune,P1003,Headphones,Electronics,3000,3,9000,99,50,Home Office,Cash,East
ORD0387,2025-08-04,Store,Delhi,P1010,Backpack,Accessories,1500,3,4500,36,38,Corporate,Debit Card,South
ORD0388,2025-11-13,Mobile App,Hyderabad,P1002,Smartphone,Electronics,30000,5,150000,90,40,Corporate,Debit Card,West
ORD0389,2025-08-15,Store,Delhi,P1005,Desk,Furniture,12000,4,48000,191,16,Consumer,Debit Card,East
ORD0390,2025-01-12,Online,Delhi,P1001,Laptop,Electronics,60000,3,180000,365,47,Consumer,Net Banking,South
ORD0391,2025-02-04,Mobile App,Bangalore,P1007,Jeans,Clothing,2000,1,2000,278,50,Consumer,Net Banking,East
ORD0392,2025-01-08,Marketplace,Pune,P1010,Backpack,Accessories,1500,2,3000,150,27,Corporate,Credit Card,East
ORD0393,2025-01-02,Store,Pune,P1008,Sneakers,Footwear,3500,3,10500,285,21,Consumer,Debit Card,South
ORD0394,2025-05-16,Marketplace,Hyderabad,P1002,Smartphone,Electronics,30000,4,120000,406,15,Corporate,Credit Card,South
ORD0395,2025-11-08,Online,Bangalore,P1006,T-Shirt,Clothing,800,4,3200,42,26,Consumer,Debit Card,West
ORD0396,2025-04-08,Mobile App,Pune,P1002,Smartphone,Electronics,30000,3,90000,299,24,Consumer,Net Banking,North
ORD0397,2025-12-03,Store,Hyderabad,P1004,Office Chair,Furniture,7000,2,14000,389,12,Home Office,Cash,West
ORD0398,2025-12-22,Mobile App,Hyderabad,P1007,Jeans,Clothing,2000,4,8000,478,48,Corporate,Credit Card,North
ORD0399,2025-05-08,Online,Delhi,P1010,Backpack,Accessories,1500,1,1500,142,31,Corporate,UPI,South
ORD0400,2025-05-02,Store,Mumbai,P1003,Headphones,Electronics,3000,2,6000,378,37,Consumer,Cash,North
ORD0401,2025-03-16,Mobile App,Pune,P1002,Smartphone,Electronics,30000,2,60000,74,44,Corporate,Credit Card,West
ORD0402,2025-01-30,Online,Hyderabad,P1006,T-Shirt,Clothing,800,1,800,288,17,Home Office,Credit Card,North
ORD0403,2025-05-17,Marketplace,Bangalore,P1010,Backpack,Accessories,1500,2,3000,79,45,Consumer,Debit Card,North
ORD0404,2025-02-10,Store,Bangalore,P1008,Sneakers,Footwear,3500,2,7000,248,24,Home Office,Credit Card,West
ORD0405,2025-11-21,Online,Mumbai,P1001,Laptop,Electronics,60000,3,180000,57,39,Home Office,Net Banking,North
ORD0406,2025-04-13,Store,Pune,P1007,Jeans,Clothing,2000,1,2000,306,37,Consumer,UPI,West
ORD0407,2025-01-13,Store,Bangalore,P1005,Desk,Furniture,12000,4,48000,82,29,Corporate,Debit Card,West
ORD0408,2025-07-27,Online,Mumbai,P1001,Laptop,Electronics,60000,1,60000,231,25,Consumer,Net Banking,East
ORD0409,2025-11-09,Online,Pune,P1008,Sneakers,Footwear,3500,1,3500,283,32,Corporate,UPI,North
ORD0410,2025-04-08,Marketplace,Delhi,P1001,Laptop,Electronics,60000,3,180000,458,46,Consumer,Credit Card,West
ORD0411,2025-07-10,Marketplace,Mumbai,P1006,T-Shirt,Clothing,800,2,1600,194,39,Corporate,UPI,North
ORD0412,2025-12-17,Online,Delhi,P1007,Jeans,Clothing,2000,2,4000,69,45,Home Office,UPI,South
ORD0413,2025-10-01,Online,Delhi,P1010,Backpack,Accessories,1500,4,6000,216,37,Home Office,UPI,North
ORD0414,2025-02-17,Online,Delhi,P1008,Sneakers,Footwear,3500,5,17500,149,44,Corporate,Debit Card,South
ORD0415,2025-07-11,Marketplace,Delhi,P1008,Sneakers,Footwear,3500,3,10500,439,44,Consumer,Debit Card,North
ORD0416,2025-05-03,Online,Hyderabad,P1001,Laptop,Electronics,60000,1,60000,255,24,Consumer,Net Banking,North
ORD0417,2025-01-24,Marketplace,Pune,P1006,T-Shirt,Clothing,800,4,3200,59,29,Corporate,Cash,North
ORD0418,2025-06-21,Online,Hyderabad,P1009,Watch,Accessories,5000,5,25000,196,25,Home Office,Debit Card,West
ORD0419,2025-01-19,Online,Bangalore,P1004,Office Chair,Furniture,7000,5,35000,189,12,Consumer,Debit Card,East
ORD0420,2025-12-12,Store,Mumbai,P1004,Office Chair,Furniture,7000,5,35000,276,47,Home Office,Cash,East
ORD0421,2025-05-08,Online,Bangalore,P1006,T-Shirt,Clothing,800,3,2400,482,23,Corporate,Credit Card,West
ORD0422,2025-05-18,Marketplace,Hyderabad,P1010,Backpack,Accessories,1500,2,3000,448,19,Home Office,Credit Card,East
ORD0423,2025-10-22,Mobile App,Pune,P1008,Sneakers,Footwear,3500,2,7000,271,29,Consumer,Net Banking,South
ORD0424,2025-02-13,Online,Hyderabad,P1006,T-Shirt,Clothing,800,2,1600,67,19,Home Office,Debit Card,North
ORD0425,2025-11-18,Marketplace,Bangalore,P1006,T-Shirt,Clothing,800,5,4000,306,32,Consumer,Debit Card,South
ORD0426,2025-04-15,Store,Hyderabad,P1001,Laptop,Electronics,60000,1,60000,316,22,Corporate,UPI,West
ORD0427,2025-06-17,Mobile App,Mumbai,P1004,Office Chair,Furniture,7000,2,14000,320,12,Corporate,Cash,South
ORD0428,2025-02-27,Online,Mumbai,P1008,Sneakers,Footwear,3500,4,14000,247,23,Corporate,Cash,North
ORD0429,2025-08-11,Online,Hyderabad,P1003,Headphones,Electronics,3000,4,12000,174,27,Consumer,Debit Card,West
ORD0430,2025-11-09,Mobile App,Bangalore,P1004,Office Chair,Furniture,7000,3,21000,259,27,Corporate,Debit Card,South
ORD0431,2025-01-14,Store,Pune,P1006,T-Shirt,Clothing,800,4,3200,79,43,Corporate,Net Banking,East
ORD0432,2025-07-19,Store,Hyderabad,P1010,Backpack,Accessories,1500,2,3000,489,31,Consumer,UPI,North
ORD0433,2025-05-19,Online,Mumbai,P1008,Sneakers,Footwear,3500,4,14000,345,22,Consumer,Credit Card,South
ORD0434,2025-10-05,Marketplace,Mumbai,P1010,Backpack,Accessories,1500,2,3000,490,40,Home Office,Net Banking,West
ORD0435,2025-04-08,Online,Bangalore,P1007,Jeans,Clothing,2000,1,2000,151,46,Home Office,Debit Card,East
ORD0436,2025-08-29,Store,Pune,P1007,Jeans,Clothing,2000,5,10000,414,32,Home Office,UPI,East
ORD0437,2025-06-06,Online,Delhi,P1001,Laptop,Electronics,60000,3,180000,225,36,Consumer,Debit Card,North
ORD0438,2025-12-16,Mobile App,Hyderabad,P1008,Sneakers,Footwear,3500,4,14000,147,46,Home Office,Cash,South
ORD0439,2025-01-02,Store,Bangalore,P1006,T-Shirt,Clothing,800,2,1600,148,46,Corporate,Credit Card,North
ORD0440,2025-01-09,Mobile App,Hyderabad,P1007,Jeans,Clothing,2000,1,2000,192,40,Home Office,UPI,South
ORD0441,2025-03-21,Store,Hyderabad,P1006,T-Shirt,Clothing,800,2,1600,103,18,Corporate,Cash,East
ORD0442,2025-01-10,Marketplace,Bangalore,P1005,Desk,Furniture,12000,4,48000,327,20,Home Office,Credit Card,West
ORD0443,2025-07-18,Online,Pune,P1003,Headphones,Electronics,3000,5,15000,299,27,Corporate,Debit Card,North
ORD0444,2025-02-11,Online,Pune,P1007,Jeans,Clothing,2000,3,6000,352,23,Consumer,Credit Card,South
ORD0445,2025-11-12,Store,Mumbai,P1001,Laptop,Electronics,60000,2,120000,102,30,Home Office,Credit Card,North
ORD0446,2025-03-18,Marketplace,Delhi,P1003,Headphones,Electronics,3000,2,6000,130,34,Consumer,Net Banking,West
ORD0447,2025-08-29,Marketplace,Pune,P1004,Office Chair,Furniture,7000,3,21000,204,50,Consumer,Debit Card,North
ORD0448,2025-10-07,Marketplace,Delhi,P1009,Watch,Accessories,5000,4,20000,57,47,Consumer,UPI,South
ORD0449,2025-10-20,Store,Bangalore,P1001,Laptop,Electronics,60000,1,60000,451,46,Corporate,UPI,North
ORD0450,2025-10-10,Store,Pune,P1010,Backpack,Accessories,1500,4,6000,350,12,Home Office,Credit Card,West
